age,account_type,city_tier,tenure_days,account_balance,avg_monthly_spend,avg_txn_amount,avg_txn_per_day,usual_txn_hour,txn_type,txn_amount,txn_hour,txn_day_of_week,is_weekend,amount_to_avg_ratio,balance_drain_pct,hour_anomaly,velocity_24hr,new_txn_type_flag,large_round_amt_flag,days_since_last_txn,prior_fraud_complaint,fraud_type,is_fraud,account_type_enc,txn_type_enc,age_group
59,Current,1,4435,87965,24911,2901,5,13,UPI,5902,13,5,1,2.03,6.71,0,3,0,0,2,0,None,0,0,6,41-60
43,Savings,3,540,195998,46813,2847,2,10,IMPS,3779,8,1,0,1.33,1.93,0,1,0,0,3,0,None,0,2,4,41-60
68,Salary,1,3236,85428,25598,2776,3,18,UPI,4828,17,2,0,1.74,5.65,0,1,0,0,0,0,None,0,1,6,60+
44,Current,3,3964,246213,43817,2728,2,14,UPI,193808,22,3,0,50.0,78.72,1,9,0,0,1,0,SIM_Swap,1,0,6,41-60
37,Savings,2,1205,32618,9443,1243,1,17,BILL_PAY,1760,11,3,0,1.41,5.4,1,2,0,0,14,0,None,0,2,0,26-40
58,Savings,3,706,116257,36350,6135,1,15,UPI,3190,13,1,0,0.52,2.74,0,2,0,0,1,0,None,0,2,6,41-60
62,Savings,1,2940,77201,11635,834,1,15,NEFT,71089,3,3,0,50.0,92.08,1,5,1,0,1,1,Account_Takeover,1,2,5,60+
27,Savings,1,2290,111485,13126,871,1,8,UPI,1101,10,6,1,1.26,0.99,0,1,0,0,0,1,None,0,2,6,26-40
32,Current,3,3645,372164,114736,16763,1,14,IMPS,37904,12,5,1,2.26,10.18,0,1,0,0,7,0,None,0,0,4,26-40
21,Savings,2,91,151746,8927,586,4,17,CASH_OUT,1011,16,0,0,1.72,0.67,0,1,0,0,0,0,None,0,2,2,18-25
48,Salary,3,2612,39087,4434,313,1,8,IMPS,681,7,6,1,2.17,1.74,0,1,0,0,0,0,None,0,1,4,41-60
69,Current,3,3003,202071,31244,3224,3,8,UPI,5525,7,4,0,1.71,2.73,0,1,0,0,0,0,None,0,0,6,60+
44,Savings,2,2458,188143,41185,2699,2,21,DEBIT_CARD,1246,18,0,0,0.46,0.66,0,1,0,0,0,0,None,0,2,3,41-60
33,Salary,1,348,106327,36903,2055,3,21,UPI,1221,21,5,1,0.59,1.15,0,1,0,0,2,0,None,0,1,6,26-40
40,Savings,1,4917,112805,31870,4614,1,10,IMPS,5564,10,2,0,1.21,4.93,0,3,0,0,1,0,None,0,2,4,26-40
36,Savings,1,1429,163103,31452,2742,3,15,NEFT,879,17,4,0,0.32,0.54,1,2,0,0,1,0,None,0,2,5,26-40
24,Savings,1,1405,108732,18524,1314,4,12,UPI,418,13,2,0,0.32,0.38,0,2,0,0,14,0,None,0,2,6,18-25
27,Current,1,3253,332355,104647,14408,3,17,NEFT,33136,17,4,0,2.3,9.97,0,2,0,0,0,0,None,0,0,5,26-40
22,Salary,1,234,168979,43821,3566,3,17,BILL_PAY,3380,13,0,0,0.95,2.0,0,2,0,0,0,0,None,0,1,0,18-25
30,Salary,2,1980,57382,6025,680,2,16,NEFT,1547,17,5,1,2.27,2.7,0,1,0,0,0,0,None,0,1,5,26-40
47,Current,2,718,459521,136256,11225,1,20,DEBIT_CARD,23576,22,3,0,2.1,5.13,0,2,0,0,14,0,None,0,0,3,41-60
59,Current,2,2219,187237,38281,2968,4,10,UPI,7020,8,2,0,2.36,3.75,0,1,0,0,0,0,None,0,0,6,41-60
25,Savings,1,4401,141959,17054,2471,2,13,UPI,1145,16,6,1,0.46,0.81,0,1,1,0,14,0,None,0,2,6,18-25
40,Savings,3,1587,59038,16932,1099,1,17,UPI,12493,19,2,0,11.36,21.16,0,1,0,0,0,0,Phishing,1,2,6,26-40
30,Salary,3,1709,56108,10788,1337,1,20,UPI,1077,18,5,1,0.8,1.92,0,3,0,0,0,0,None,0,1,6,26-40
60,Salary,1,3336,98421,31874,2196,3,19,CASH_OUT,2825,19,3,0,1.29,2.87,0,1,0,0,2,0,None,0,1,2,41-60
40,Savings,2,970,293466,83101,7905,1,14,NEFT,221492,2,5,1,28.02,75.47,1,4,1,0,1,0,Account_Takeover,1,2,5,26-40
69,Savings,3,3687,19506,4063,679,1,18,IMPS,1547,17,0,0,2.28,7.93,0,2,0,0,1,0,None,0,2,4,60+
39,Current,2,4287,369165,75027,8390,3,10,BILL_PAY,11581,13,0,0,1.38,3.14,1,2,0,0,1,0,None,0,0,0,26-40
56,Salary,3,2795,4217,493,25,2,18,BILL_PAY,10,19,2,0,0.38,0.24,0,2,0,0,0,0,None,0,1,0,41-60
62,Savings,1,204,131280,18565,1988,3,20,UPI,4396,20,1,0,2.21,3.35,0,1,0,0,0,1,None,0,2,6,60+
21,Savings,2,3656,68799,23250,1422,2,17,IMPS,1975,16,6,1,1.39,2.87,0,2,0,0,3,0,None,0,2,4,18-25
32,Savings,1,4255,43674,3862,413,2,13,IMPS,399,10,5,1,0.96,0.91,0,1,0,0,0,0,None,0,2,4,26-40
25,Savings,2,2346,140819,19262,2069,2,14,UPI,2509,11,3,0,1.21,1.78,0,2,0,0,1,0,None,0,2,6,18-25
41,Savings,1,3308,39833,12801,849,3,11,NEFT,1856,7,0,0,2.18,4.66,0,1,0,0,0,0,None,0,2,5,41-60
45,Salary,1,1476,159409,12673,1282,2,21,NEFT,2382,21,3,0,1.86,1.49,0,1,0,0,0,0,None,0,1,5,41-60
39,Current,1,4580,497342,109142,6177,5,19,DEBIT_CARD,5435,23,0,0,0.88,1.09,0,1,0,0,0,0,None,0,0,3,26-40
46,Savings,1,3887,150818,39570,8968,3,13,UPI,10952,15,3,0,1.22,7.26,0,1,0,0,0,0,None,0,2,6,41-60
51,Salary,3,3951,99230,8846,480,2,17,NEFT,587,15,5,1,1.22,0.59,1,3,1,0,2,0,None,0,1,5,41-60
29,Savings,2,4723,25653,2312,132,2,10,IMPS,172,9,1,0,1.29,0.67,0,1,0,0,2,0,None,0,2,4,26-40
55,Savings,3,2496,9743,3012,159,2,11,IMPS,213,7,2,0,1.33,2.19,0,1,0,0,0,0,None,0,2,4,41-60
21,Savings,2,732,138938,37370,4510,1,18,IMPS,9169,17,6,1,2.03,6.6,1,2,0,0,0,0,None,0,2,4,18-25
37,Savings,2,3303,89335,19198,1054,3,16,IMPS,1803,18,1,0,1.71,2.02,0,2,0,0,0,0,None,0,2,4,26-40
48,Current,3,4066,151198,39675,2023,2,18,UPI,1791,14,2,0,0.88,1.18,0,2,1,0,3,0,None,0,0,6,41-60
56,Current,2,3664,286540,45008,2919,1,17,UPI,1849,19,0,0,0.63,0.65,0,1,0,0,0,0,None,0,0,6,41-60
60,Savings,1,3124,37625,4233,227,1,20,UPI,312,19,6,1,1.37,0.83,0,2,1,0,0,0,None,0,2,6,41-60
21,Savings,2,181,197182,38802,6436,3,19,UPI,15815,18,3,0,2.46,8.02,0,1,1,0,2,0,None,0,2,6,18-25
25,Savings,3,4650,111286,19136,962,4,18,UPI,841,16,6,1,0.87,0.76,0,2,0,0,0,0,None,0,2,6,18-25
62,Current,1,4779,497184,87495,14085,5,15,NEFT,13995,15,5,1,0.99,2.81,0,1,0,0,1,0,None,0,0,5,60+
26,Savings,1,298,3580,403,28,1,16,UPI,47,20,0,0,1.62,1.31,0,1,0,0,0,0,None,0,2,6,26-40
30,Savings,1,4532,123208,34285,1919,3,9,IMPS,3123,5,0,0,1.63,2.53,0,1,0,0,2,0,None,0,2,4,26-40
35,Savings,1,4175,182681,52730,3218,1,11,UPI,4739,12,0,0,1.47,2.59,0,2,0,0,7,0,None,0,2,6,26-40
25,Current,2,1948,285105,15020,2650,1,15,UPI,4675,15,4,0,1.76,1.64,0,2,0,0,0,0,None,0,0,6,18-25
24,Savings,2,2046,195228,33625,2100,3,18,CASH_OUT,3623,18,0,0,1.72,1.86,0,1,0,0,3,0,None,0,2,2,18-25
51,Current,2,4939,52127,3922,412,1,13,NEFT,46363,3,1,0,50.0,88.94,1,5,1,0,1,0,Account_Takeover,1,0,5,41-60
58,Savings,3,2664,114840,20649,1099,1,8,DEBIT_CARD,1409,5,3,0,1.28,1.23,0,1,0,0,1,0,None,0,2,3,41-60
54,Salary,2,541,192904,40809,4448,2,11,UPI,7237,9,3,0,1.63,3.75,0,1,1,0,2,0,None,0,1,6,41-60
31,Salary,3,4973,71731,9127,1073,4,9,UPI,1263,4,3,0,1.18,1.76,0,3,0,0,2,1,None,0,1,6,26-40
43,Current,2,822,147163,11605,859,1,8,IMPS,1828,8,6,1,2.13,1.24,0,2,0,0,1,0,None,0,0,4,41-60
62,Savings,2,886,188940,56015,3954,1,14,IMPS,6552,12,3,0,1.66,3.47,0,1,0,0,2,0,None,0,2,4,60+
35,Savings,1,2171,27088,2356,250,2,10,IMPS,113,11,4,0,0.45,0.42,0,1,0,0,14,0,None,0,2,4,26-40
64,Salary,3,1169,158038,10037,1557,4,18,BILL_PAY,1369,17,0,0,0.88,0.87,0,2,0,0,2,0,None,0,1,0,60+
34,Salary,3,187,109341,16833,2189,3,10,IMPS,2979,12,0,0,1.36,2.72,0,4,0,0,2,0,None,0,1,4,26-40
64,Savings,3,4221,277730,33378,1731,1,19,UPI,10807,11,0,0,6.24,3.89,1,2,0,0,0,0,Phishing,1,2,6,60+
52,Salary,1,3497,96116,9516,839,1,19,NEFT,69187,2,2,0,50.0,71.98,1,7,1,0,0,0,Account_Takeover,1,1,5,41-60
52,Savings,1,2067,68536,5992,358,4,19,UPI,248,17,0,0,0.69,0.36,0,2,0,0,0,0,None,0,2,6,41-60
56,Salary,1,1775,96513,15733,2241,1,11,IMPS,50262,19,0,0,22.42,52.08,1,3,1,0,3,0,Unauthorized_Transfer,1,1,4,41-60
33,Savings,1,3795,48689,7028,435,3,11,CASH_OUT,860,12,5,1,1.97,1.77,0,2,0,0,0,0,None,0,2,2,26-40
50,Savings,2,3337,7899,1152,242,1,13,CASH_OUT,5000,1,6,1,20.58,63.29,1,5,1,1,0,0,Card_Skimming,1,2,2,41-60
64,Salary,1,630,163550,56234,3250,1,15,CASH_IN,5560,13,6,1,1.71,3.4,0,3,0,0,0,0,None,0,1,1,60+
58,Salary,2,4477,153480,33055,6849,1,12,NEFT,99885,13,5,1,14.58,65.08,0,1,1,0,0,0,Unauthorized_Transfer,1,1,5,41-60
47,Savings,1,4814,48356,11639,829,2,9,BILL_PAY,1181,12,6,1,1.42,2.44,0,2,0,0,1,0,None,0,2,0,41-60
46,Savings,1,2327,4987,1653,122,2,14,CASH_OUT,64,14,0,0,0.52,1.28,1,2,0,0,7,0,None,0,2,2,41-60
50,Savings,1,2178,178102,44551,2444,3,10,UPI,2505,9,6,1,1.02,1.41,0,1,0,0,7,0,None,0,2,6,41-60
29,Savings,2,1854,19279,1275,185,2,8,CASH_IN,359,11,4,0,1.93,1.86,0,2,0,0,0,0,None,0,2,1,26-40
31,Savings,1,531,161439,44013,4938,3,11,UPI,9086,9,0,0,1.84,5.63,0,3,0,0,1,0,None,0,2,6,26-40
56,Savings,1,603,75994,6523,526,1,11,UPI,703,7,4,0,1.33,0.93,0,1,0,0,0,0,None,0,2,6,41-60
61,Savings,1,2273,5125,697,91,3,9,DEBIT_CARD,178,8,5,1,1.93,3.47,0,2,0,0,0,1,None,0,2,3,60+
62,Salary,3,4913,61463,13062,1257,2,11,CASH_OUT,1686,11,3,0,1.34,2.74,0,4,0,0,1,0,None,0,1,2,60+
22,Savings,3,171,104480,26382,6084,2,10,DEBIT_CARD,4863,10,1,0,0.8,4.65,0,1,0,0,1,0,None,0,2,3,18-25
62,Salary,2,233,89761,21023,1503,4,19,IMPS,517,16,6,1,0.34,0.58,0,1,0,0,0,0,None,0,1,4,60+
20,Savings,3,3003,54084,13636,862,3,19,IMPS,1721,21,1,0,1.99,3.18,0,2,0,0,2,0,None,0,2,4,18-25
51,Savings,1,4918,176161,47102,3227,4,21,CASH_OUT,7401,21,1,0,2.29,4.2,0,1,0,0,0,0,None,0,2,2,41-60
50,Savings,3,4400,101915,17823,2190,1,13,IMPS,82899,0,1,0,37.84,81.34,1,8,1,0,1,0,SIM_Swap,1,2,4,41-60
43,Savings,2,2215,81181,24509,2059,3,12,UPI,1822,11,1,0,0.88,2.24,0,3,0,0,1,0,None,0,2,6,41-60
31,Salary,1,3006,5234,1354,73,1,8,DEBIT_CARD,135,4,1,0,1.82,2.58,0,2,0,0,0,0,None,0,1,3,26-40
31,Current,3,891,236485,74662,13403,1,9,NEFT,24651,6,3,0,1.84,10.42,0,1,0,0,3,0,None,0,0,5,26-40
49,Savings,1,3593,51100,16773,1198,2,12,UPI,44412,1,1,0,37.04,86.91,1,8,1,0,0,0,SIM_Swap,1,2,6,41-60
48,Current,2,794,160985,53165,3189,1,18,CASH_OUT,5896,16,0,0,1.85,3.66,0,1,1,0,1,0,None,0,0,2,41-60
21,Savings,1,1644,115672,6426,370,1,12,IMPS,768,12,6,1,2.07,0.66,0,2,0,0,0,0,None,0,2,4,18-25
31,Savings,1,3563,165784,57757,13862,3,17,CASH_OUT,34631,15,6,1,2.5,20.89,0,2,0,0,0,0,None,0,2,2,26-40
63,Salary,2,3599,25987,4162,290,2,14,IMPS,699,16,6,1,2.4,2.69,0,1,0,0,7,0,None,0,1,4,60+
64,Savings,1,242,32374,10008,2084,1,18,IMPS,4346,17,1,0,2.08,13.42,0,3,1,0,0,0,None,0,2,4,60+
18,Savings,3,2209,80091,20121,2801,3,17,IMPS,5693,16,6,1,2.03,7.11,0,3,0,0,3,0,None,0,2,4,18-25
41,Salary,2,2787,72444,17226,1027,1,18,CASH_OUT,1321,23,6,1,1.29,1.82,0,1,0,0,0,0,None,0,1,2,41-60
24,Savings,1,2338,172126,50104,9402,2,10,UPI,4762,7,1,0,0.51,2.77,0,3,0,0,0,0,None,0,2,6,18-25
68,Savings,2,4413,71524,17345,1411,1,21,CASH_OUT,2962,18,4,0,2.1,4.14,0,3,0,0,0,0,None,0,2,2,60+
67,Salary,1,762,95513,28880,2368,4,19,CASH_OUT,5122,18,4,0,2.16,5.36,0,1,0,0,0,1,None,0,1,2,60+
52,Savings,3,4005,170804,13062,1430,1,19,UPI,2748,20,2,0,1.92,1.61,0,1,0,0,0,0,None,0,2,6,41-60
45,Savings,2,4916,18630,3969,354,5,16,UPI,666,14,1,0,1.88,3.57,0,3,0,0,0,0,None,0,2,6,41-60
56,Salary,3,1856,151860,49574,2582,1,19,UPI,5894,20,0,0,2.28,3.88,1,1,0,0,2,0,None,0,1,6,41-60
32,Savings,3,1313,21068,4607,352,1,8,IMPS,455,8,3,0,1.29,2.16,0,2,0,0,3,0,None,0,2,4,26-40
42,Savings,1,477,166182,14407,787,1,15,DEBIT_CARD,1180,14,1,0,1.5,0.71,0,3,0,0,14,0,None,0,2,3,41-60
18,Salary,3,3670,16336,4369,796,1,11,UPI,268,15,2,0,0.34,1.64,0,1,0,0,1,0,None,0,1,6,18-25
58,Savings,3,1196,240845,76574,12098,2,15,UPI,190420,23,6,1,15.74,79.06,1,10,1,0,0,0,SIM_Swap,1,2,6,41-60
56,Salary,3,106,185908,42481,4640,2,8,UPI,3247,11,5,1,0.7,1.75,0,2,0,0,0,0,None,0,1,6,41-60
45,Savings,1,2901,114500,29659,3853,3,10,IMPS,110355,3,5,1,28.63,96.38,0,3,1,0,0,0,Account_Takeover,1,2,4,41-60
29,Savings,3,2763,91278,8956,794,2,13,NEFT,1424,10,1,0,1.79,1.56,0,2,0,0,3,0,None,0,2,5,26-40
26,Savings,1,2777,23355,2632,139,3,16,UPI,331,14,3,0,2.36,1.42,0,2,0,0,2,0,None,0,2,6,26-40
46,Current,2,1948,255750,47704,8681,1,13,CASH_OUT,4421,13,3,0,0.51,1.73,0,2,0,0,7,0,None,0,0,2,41-60
39,Salary,1,341,46351,13463,1591,1,20,BILL_PAY,2097,20,1,0,1.32,4.52,0,1,0,0,1,0,None,0,1,0,26-40
54,Savings,3,4702,282425,94606,6248,3,12,NEFT,219956,2,0,0,35.2,77.88,1,4,1,0,0,0,Account_Takeover,1,2,5,41-60
65,Savings,3,2970,154296,37669,3234,3,8,CASH_IN,1877,5,6,1,0.58,1.22,0,2,0,0,1,0,None,0,2,1,60+
22,Savings,3,4097,62785,6206,448,4,12,CASH_IN,559,10,3,0,1.24,0.89,0,1,0,0,1,0,None,0,2,1,18-25
22,Savings,3,4077,68409,22458,1308,4,11,IMPS,1076,11,6,1,0.82,1.57,0,3,0,0,0,0,None,0,2,4,18-25
68,Current,2,4812,216397,28240,2962,1,19,UPI,4227,20,1,0,1.43,1.95,0,2,0,0,2,0,None,0,0,6,60+
52,Current,2,1344,103639,9242,1155,4,12,UPI,1901,14,2,0,1.64,1.83,0,4,0,0,1,1,None,0,0,6,41-60
20,Savings,2,804,143810,31772,3122,3,20,UPI,5800,18,6,1,1.86,4.03,0,1,0,0,1,0,None,0,2,6,18-25
33,Salary,2,3917,65905,21477,3121,1,18,IMPS,4932,18,6,1,1.58,7.48,0,3,0,0,14,0,None,0,1,4,26-40
36,Salary,1,490,195720,26443,2298,1,15,NEFT,170039,2,4,0,50.0,86.88,0,7,1,0,1,0,Account_Takeover,1,1,5,26-40
57,Salary,1,4066,7947,2385,141,1,19,UPI,63,16,6,1,0.44,0.79,0,2,0,0,0,0,None,0,1,6,41-60
24,Current,3,4185,276377,21534,3422,2,11,IMPS,2241,8,0,0,0.65,0.81,0,3,0,0,1,0,None,0,0,4,18-25
58,Savings,2,816,297746,54062,5167,2,11,UPI,266791,2,1,0,50.0,89.6,1,7,0,0,0,0,SIM_Swap,1,2,6,41-60
56,Salary,3,2210,128011,19464,2187,4,13,UPI,3287,14,6,1,1.5,2.57,0,1,1,0,1,0,None,0,1,6,41-60
43,Savings,3,1260,99022,11909,1793,4,20,NEFT,1960,16,6,1,1.09,1.98,0,3,0,0,1,0,None,0,2,5,41-60
44,Savings,1,4035,187180,16547,1481,2,21,UPI,2747,22,3,0,1.85,1.47,0,2,0,0,1,0,None,0,2,6,41-60
18,Savings,1,2976,193325,20539,3030,3,19,UPI,3805,20,4,0,1.26,1.97,0,1,0,0,0,0,None,0,2,6,18-25
38,Savings,1,4501,184909,15385,955,1,9,NEFT,157819,15,2,0,50.0,85.35,1,2,0,0,0,0,Unauthorized_Transfer,1,2,5,26-40
56,Savings,2,4893,166285,40095,2282,4,20,UPI,4398,20,0,0,1.93,2.64,0,1,1,0,2,0,None,0,2,6,41-60
40,Savings,1,4932,118339,19973,1099,1,12,CASH_OUT,336,10,0,0,0.31,0.28,0,2,0,0,1,0,None,0,2,2,26-40
31,Savings,1,2329,26308,1640,409,1,19,IMPS,321,22,5,1,0.78,1.22,0,1,0,0,0,0,None,0,2,4,26-40
43,Savings,1,4501,189152,42537,2317,3,12,CASH_OUT,1159,13,0,0,0.5,0.61,0,2,0,0,2,0,None,0,2,2,41-60
34,Savings,3,1468,99707,5689,433,1,14,UPI,766,11,4,0,1.76,0.77,0,2,0,0,1,0,None,0,2,6,26-40
44,Current,1,3436,383746,84845,5718,3,12,UPI,9953,10,1,0,1.74,2.59,0,1,0,0,14,0,None,0,0,6,41-60
63,Savings,1,643,196375,60765,9508,3,10,IMPS,9954,10,4,0,1.05,5.07,0,1,1,0,0,0,None,0,2,4,60+
35,Savings,1,1170,24585,8598,883,2,16,IMPS,1535,17,2,0,1.74,6.24,0,2,0,0,0,0,None,0,2,4,26-40
38,Savings,2,3089,111737,6289,817,2,20,UPI,1030,20,2,0,1.26,0.92,0,2,0,0,1,0,None,0,2,6,26-40
45,Savings,1,2102,94968,32011,1799,1,12,UPI,3787,11,2,0,2.1,3.99,0,3,0,0,2,0,None,0,2,6,41-60
58,Savings,1,4956,11888,781,106,2,21,IMPS,79,20,6,1,0.74,0.66,0,1,1,0,1,0,None,0,2,4,41-60
66,Savings,1,1812,12017,3421,190,2,15,UPI,230,17,3,0,1.2,1.91,0,3,0,0,0,0,None,0,2,6,60+
58,Savings,1,813,20648,5198,347,1,9,BILL_PAY,140,12,3,0,0.4,0.68,0,1,0,0,0,0,None,0,2,0,41-60
50,Savings,2,2792,232254,60619,10579,2,16,UPI,174039,15,0,0,16.45,74.93,0,2,0,0,1,0,Unauthorized_Transfer,1,2,6,41-60
46,Salary,1,1976,60677,13374,993,2,17,CASH_OUT,422,16,3,0,0.42,0.7,1,1,0,0,0,0,None,0,1,2,41-60
21,Savings,2,3917,74679,3850,250,2,17,IMPS,275,18,4,0,1.1,0.37,0,1,0,0,14,0,None,0,2,4,18-25
45,Savings,1,84,117697,7105,563,1,13,UPI,817,13,2,0,1.45,0.69,0,2,0,0,0,0,None,0,2,6,41-60
59,Savings,3,4549,26824,2256,146,3,21,UPI,174,19,4,0,1.18,0.65,0,2,0,0,0,0,None,0,2,6,41-60
40,Savings,1,804,93597,26544,2469,2,21,IMPS,6083,19,3,0,2.46,6.5,0,1,0,0,2,0,None,0,2,4,26-40
52,Savings,1,2416,109862,9357,1719,3,18,UPI,1137,18,6,1,0.66,1.03,0,2,0,0,0,0,None,0,2,6,41-60
26,Savings,2,3318,13685,2828,522,1,15,CASH_OUT,535,13,6,1,1.02,3.91,0,1,0,0,3,0,None,0,2,2,26-40
55,Salary,3,559,192048,33210,1880,1,17,UPI,16920,18,5,1,9.0,8.81,0,1,0,0,0,0,Phishing,1,1,6,41-60
64,Savings,1,878,138506,44581,3183,3,12,IMPS,5645,12,5,1,1.77,4.08,0,1,0,0,1,0,None,0,2,4,60+
36,Salary,3,964,77514,25601,5500,2,11,CASH_OUT,6663,11,5,1,1.21,8.6,0,2,0,0,1,0,None,0,1,2,26-40
59,Savings,3,4225,3148,360,42,1,8,UPI,66,2,2,0,1.53,2.1,1,1,1,0,7,0,None,0,2,6,41-60
40,Salary,1,2249,90960,11720,867,3,16,UPI,1869,18,1,0,2.15,2.05,0,1,0,0,1,1,None,0,1,6,26-40
22,Savings,1,1419,129031,30018,7441,4,21,UPI,6814,17,2,0,0.92,5.28,0,1,0,0,1,0,None,0,2,6,18-25
50,Savings,1,4978,129969,9172,870,1,20,UPI,1190,22,3,0,1.37,0.92,0,1,0,0,14,0,None,0,2,6,41-60
48,Salary,1,2523,37431,3618,185,2,15,CASH_IN,270,14,4,0,1.45,0.72,0,1,0,0,0,0,None,0,1,1,41-60
35,Current,2,4324,109706,8832,883,1,12,NEFT,101197,22,4,0,50.0,92.24,0,4,1,0,3,0,Account_Takeover,1,0,5,26-40
31,Salary,2,3028,158785,51365,2681,1,20,UPI,2423,21,1,0,0.9,1.53,0,3,1,0,3,0,None,0,1,6,26-40
40,Current,1,1458,62754,15491,1013,1,16,CASH_IN,2004,15,6,1,1.98,3.19,0,1,0,0,1,0,None,0,0,1,26-40
52,Savings,3,3729,177696,25578,2183,2,17,IMPS,3197,19,1,0,1.46,1.8,0,1,0,0,0,0,None,0,2,4,41-60
46,Savings,1,4223,122035,16213,826,4,20,DEBIT_CARD,607,23,3,0,0.73,0.5,0,2,1,0,3,0,None,0,2,3,41-60
48,Savings,1,4167,140451,45496,6618,3,20,NEFT,6741,18,4,0,1.02,4.8,0,1,0,0,0,0,None,0,2,5,41-60
49,Current,1,1555,206200,15211,1714,3,20,IMPS,3659,20,5,1,2.13,1.77,0,2,0,0,0,0,None,0,0,4,41-60
34,Savings,1,255,45802,8596,1533,1,9,NEFT,3688,9,1,0,2.4,8.05,0,1,0,0,0,0,None,0,2,5,26-40
33,Savings,1,69,53487,5501,406,1,21,CASH_OUT,437,21,5,1,1.07,0.82,0,1,0,0,2,0,None,0,2,2,26-40
68,Current,2,859,420499,125938,30878,3,8,UPI,29148,10,0,0,0.94,6.93,0,1,0,0,0,0,None,0,0,6,60+
19,Salary,3,2052,139656,47998,2510,2,14,CASH_OUT,2604,13,3,0,1.04,1.86,0,1,0,0,0,0,None,0,1,2,18-25
45,Salary,3,120,171906,25438,4448,1,11,NEFT,6956,12,2,0,1.56,4.05,0,2,0,0,3,0,None,0,1,5,41-60
31,Savings,3,1103,103891,29573,2312,3,10,UPI,1363,11,4,0,0.59,1.31,0,1,0,0,0,1,None,0,2,6,26-40
54,Savings,3,1513,172430,30578,2333,1,10,CASH_OUT,2240,7,4,0,0.96,1.3,0,1,0,0,0,0,None,0,2,2,41-60
47,Savings,1,1813,24229,1778,142,2,11,CASH_OUT,5000,3,4,0,34.97,20.64,1,3,1,1,2,0,Card_Skimming,1,2,2,41-60
52,Salary,3,4422,32577,7545,1117,1,11,DEBIT_CARD,2118,9,3,0,1.89,6.5,0,1,0,0,1,0,None,0,1,3,41-60
31,Savings,2,3915,112686,20283,2080,1,18,CASH_OUT,3320,15,5,1,1.6,2.95,0,1,0,0,7,0,None,0,2,2,26-40
58,Savings,3,4390,162718,10852,1725,4,17,UPI,2002,16,3,0,1.16,1.23,0,2,0,0,2,0,None,0,2,6,41-60
41,Savings,3,361,134408,42413,4807,2,11,CASH_OUT,2268,13,5,1,0.47,1.69,0,2,0,0,0,0,None,0,2,2,41-60
46,Savings,1,1876,66226,13009,1745,1,17,IMPS,2546,13,1,0,1.46,3.84,0,1,0,0,3,0,None,0,2,4,41-60
34,Salary,1,3987,136570,21927,1857,1,12,IMPS,1388,15,5,1,0.75,1.02,0,3,0,0,0,0,None,0,1,4,26-40
44,Salary,2,4955,167993,28447,2193,4,21,NEFT,955,17,3,0,0.44,0.57,0,2,0,0,0,0,None,0,1,5,41-60
47,Savings,3,536,164486,37468,2262,1,13,UPI,20783,9,3,0,9.18,12.64,0,2,0,0,1,0,Phishing,1,2,6,41-60
68,Savings,3,67,107991,23364,1876,1,16,BILL_PAY,3787,15,3,0,2.02,3.51,0,1,0,0,14,0,None,0,2,0,60+
50,Current,2,1086,483630,112553,23700,5,21,IMPS,30327,22,3,0,1.28,6.27,0,2,0,0,0,0,None,0,0,4,41-60
45,Current,1,2165,211683,47368,2417,4,8,UPI,5089,5,2,0,2.1,2.4,0,1,1,0,1,0,None,0,0,6,41-60
30,Salary,2,2537,70308,8423,1428,5,18,IMPS,3260,17,1,0,2.28,4.64,0,1,0,0,0,1,None,0,1,4,26-40
68,Salary,1,2716,81720,6726,700,3,14,DEBIT_CARD,415,14,0,0,0.59,0.51,0,3,1,0,0,1,None,0,1,3,60+
40,Current,1,210,181209,25379,1513,1,21,BILL_PAY,2246,20,6,1,1.48,1.24,0,1,0,0,3,0,None,0,0,0,26-40
60,Savings,2,4967,155333,38790,3301,4,9,BILL_PAY,2769,6,0,0,0.84,1.78,0,2,0,0,1,0,None,0,2,0,41-60
22,Savings,2,2347,70849,13122,814,2,10,IMPS,267,9,6,1,0.33,0.38,0,1,0,0,0,0,None,0,2,4,18-25
42,Salary,1,3724,17692,5859,498,2,19,UPI,590,17,0,0,1.18,3.33,0,1,0,0,0,0,None,0,1,6,41-60
21,Salary,1,4499,99292,25124,1743,1,13,UPI,1061,14,2,0,0.61,1.07,0,4,1,0,1,0,None,0,1,6,18-25
65,Savings,3,801,79778,12741,1197,3,10,IMPS,2939,8,4,0,2.45,3.68,0,1,0,0,0,0,None,0,2,4,60+
56,Salary,3,4430,95339,15471,1407,3,19,UPI,2762,17,5,1,1.96,2.9,0,1,0,0,1,0,None,0,1,6,41-60
67,Savings,2,2051,72868,8572,697,2,13,CASH_OUT,1386,11,4,0,1.99,1.9,1,1,0,0,3,0,None,0,2,2,60+
22,Savings,2,927,119134,11688,792,3,21,NEFT,875,21,6,1,1.1,0.73,0,2,0,0,2,0,None,0,2,5,18-25
35,Savings,1,1794,78516,25572,1415,1,20,UPI,2634,18,0,0,1.86,3.35,0,1,0,0,0,0,None,0,2,6,26-40
36,Current,2,3988,473679,37810,5741,3,19,NEFT,1809,21,0,0,0.32,0.38,0,1,0,0,14,0,None,0,0,5,26-40
